dataset,model,n_ahead,ws,n_var,mae,mape,training_time,run
ws30_fh30_var3,TKAN,30,30,3,6.279145336141036,17.457053590776304,50.385111808776855,45
ws7_fh30_var1,TKAN,30,7,1,6.215739991166158,18.843307521285357,24.419853448867798,46
ws7_fh30_var3,TKAN,30,7,3,6.187013612153884,18.112179704667195,22.622644424438477,46
ws15_fh30_var1,TKAN,30,15,1,6.41980266773215,20.017713725984567,35.42758345603943,46
ws15_fh30_var3,TKAN,30,15,3,6.168619396996094,17.197458117478288,34.64858412742615,46
ws30_fh30_var1,TKAN,30,30,1,6.49815080226871,20.059579092086764,74.1786596775055,46
ws30_fh30_var3,TKAN,30,30,3,5.913493839886123,16.651002295000815,49.91541910171509,46
ws7_fh30_var1,TKAN,30,7,1,6.62217626343079,20.65670083201533,30.13838768005371,47
ws7_fh30_var3,TKAN,30,7,3,6.178916112174066,17.45259767829678,22.366811275482178,47
ws15_fh30_var1,TKAN,30,15,1,6.365009370540135,19.788303693321833,37.3196804523468,47
ws15_fh30_var3,TKAN,30,15,3,6.487359286753224,18.953419940716202,36.974069595336914,47
ws30_fh30_var1,TKAN,30,30,1,6.348702967920217,19.190306032576576,45.49114203453064,47
ws30_fh30_var3,TKAN,30,30,3,5.95078073979487,17.338689516571833,42.68653321266174,47
